Timestamp,Open,High,Low,Close,Volume
2017-08-14 09:00,4261.48,4485.39,3850.0,4086.29,2843.431426
2017-08-21 09:00,4069.13,4453.91,3400.0,4310.01,4599.396629
2017-08-28 09:00,4310.01,4939.19,4124.54,4509.08,4753.843376
2017-09-04 09:00,4505.0,4788.59,3603.0,4130.37,6382.787745
2017-09-11 09:00,4153.62,4394.59,2817.0,3699.99,8106.705127
2017-09-18 09:00,3690.0,4123.2,3505.55,3660.02,5908.32335
2017-09-25 09:00,3660.02,4406.52,3653.69,4378.48,5782.305424
2017-10-02 09:00,4400.0,4658.0,4110.0,4640.0,4708.272956
2017-10-09 09:00,4640.0,5922.3,4550.0,5709.99,7913.925837
2017-10-16 09:00,5710.0,6171.0,5037.95,5950.02,12157.769447
2017-10-23 09:00,5975.0,6189.88,5286.98,6169.98,13133.99457
2017-10-30 09:00,6133.01,7590.25,6030.0,7345.01,11663.209648
2017-11-06 09:00,7345.1,7770.02,5325.01,5811.03,18916.3199
2017-11-13 09:00,5839.94,8123.15,5699.99,8038.0,19791.101011
2017-11-20 09:00,8057.11,9350.0,7801.0,9128.02,28921.859792
2017-11-27 09:00,9128.0,11825.0,8520.0,11165.41,48427.94965
2017-12-04 09:00,11165.41,17204.99,10802.0,14899.98,72469.977627
2017-12-11 09:00,14946.26,19798.68,14666.56,18860.02,67851.486215
2017-12-18 09:00,18860.04,19300.0,10961.0,13500.0,135385.440322
2017-12-25 09:00,13500.0,16498.05,11750.0,13716.36,116522.754321
2018-01-01 09:00,13715.65,17176.24,12750.0,16150.03,120239.399359
2018-01-08 09:00,16218.85,16322.3,11400.0,13474.99,137537.904565
2018-01-15 09:00,13477.98,14249.99,9035.0,11530.0,303127.502137
2018-01-22 09:00,11530.0,12244.0,9900.24,11879.95,198030.051117
2018-01-29 09:00,11879.95,11975.02,7930.0,8184.81,202016.407759
2018-02-05 09:00,8179.99,9065.78,6000.01,8063.88,340794.292131
2018-02-12 09:00,8063.82,11274.0,8053.0,10383.43,311863.068137
2018-02-19 09:00,10375.01,11786.01,9274.8,9590.0,350623.132911
2018-02-26 09:00,9590.0,11565.0,9350.0,11515.0,183970.997614
2018-03-05 09:00,11515.0,11710.0,8329.0,9533.57,282035.225382
2018-03-12 09:00,9533.57,9888.88,7322.0,8189.99,315835.151606
2018-03-19 09:00,8189.0,9177.01,8088.4,8470.15,285211.539511
2018-03-26 09:00,8470.14,8514.89,6430.0,6813.01,308729.492031
2018-04-02 09:00,6813.01,7520.0,6500.0,7018.0,232320.070499
2018-04-09 09:00,7011.04,8429.54,6611.0,8355.0,259877.022414
2018-04-16 09:00,8355.07,9035.0,7825.4,8787.02,233025.38619
2018-04-23 09:00,8785.7,9759.82,8651.62,9419.0,306668.07214
2018-04-30 09:00,9417.04,10020.0,8800.49,9659.01,222274.38854
2018-05-07 09:00,9661.02,9689.67,8153.0,8679.71,224151.298751
2018-05-14 09:00,8679.71,8879.99,7911.9,8526.98,182713.826012
2018-05-21 09:00,8526.97,8595.31,7231.11,7338.99,190894.600939
2018-05-28 09:00,7338.99,7786.69,7032.95,7714.26,211929.270766
2018-06-04 09:00,7714.26,7765.0,6622.81,6764.99,211352.737478
2018-06-11 09:00,6765.0,6922.0,6118.68,6449.61,234080.841171
2018-06-18 09:00,6444.06,6841.74,5750.0,6136.97,234147.621015
2018-06-25 09:00,6137.95,6528.99,5780.0,6356.81,207746.559006
2018-07-02 09:00,6360.82,6818.16,6271.62,6712.1,211526.019058
2018-07-09 09:00,6712.1,6802.06,6070.0,6353.01,192452.84988
2018-07-16 09:00,6354.15,7700.0,6330.4,7394.79,294313.222604
2018-07-23 09:00,7394.78,8491.77,7375.0,8211.0,288666.047141
2018-07-30 09:00,8210.99,8273.0,6882.29,7024.19,282090.103584
2018-08-06 09:00,7024.19,7160.0,5971.0,6308.33,334426.550743
2018-08-13 09:00,6308.56,6620.0,5880.0,6477.53,378189.296487
2018-08-20 09:00,6477.53,6882.54,6220.0,6700.0,286906.539311
2018-08-27 09:00,6700.0,7345.45,6646.5,7302.01,294674.913005
2018-09-03 09:00,7302.0,7410.0,6111.0,6250.81,306231.623424
2018-09-10 09:00,6252.26,6584.99,6169.68,6505.0,227428.182854
2018-09-17 09:00,6500.08,6839.03,6123.0,6708.0,244256.490121
2018-09-24 09:00,6706.81,6814.8,6325.02,6626.57,242598.872471
2018-10-01 09:00,6626.57,6697.0,6430.0,6615.26,141836.476483
2018-10-08 09:00,6615.26,6715.6,6205.0,6339.34,166310.813544
2018-10-15 09:00,6339.34,7680.0,6300.0,6590.11,211592.623139
2018-10-22 09:00,6590.12,6639.0,6453.0,6489.93,75328.885385
2018-10-29 09:00,6489.93,6525.0,6245.02,6485.85,71945.400607
2018-11-05 09:00,6485.85,6615.15,6355.0,6449.81,76161.78188
2018-11-12 09:00,6450.71,6498.0,5403.42,5662.0,205081.183938
2018-11-19 09:00,5661.94,5664.0,3652.66,4085.78,496323.79998
2018-11-26 09:00,4088.69,4450.38,3689.12,4161.01,479459.914101
2018-12-03 09:00,4160.55,4179.0,3222.0,3545.37,406435.817854
2018-12-10 09:00,3548.49,3610.0,3156.26,3228.67,249791.790787
2018-12-17 09:00,3229.22,4139.99,3216.0,3929.71,489096.741158
2018-12-24 09:00,3929.71,4198.0,3535.0,3801.91,332161.255442
2018-12-31 09:00,3803.12,4027.71,3630.33,3987.6,214860.906242
2019-01-07 09:00,3987.62,4069.8,3441.3,3476.81,245887.277948
2019-01-14 09:00,3477.56,3720.0,3467.02,3539.28,199395.792965
2019-01-21 09:00,3539.26,3662.94,3434.85,3550.84,154566.450861
2019-01-28 09:00,3550.05,3557.75,3349.92,3458.11,186574.105423
2019-02-04 09:00,3458.11,3733.58,3373.1,3680.06,198350.673988
2019-02-11 09:00,3679.75,3700.11,3568.11,3667.58,167995.805139
2019-02-18 09:00,3667.62,4198.0,3655.0,3743.56,301384.22226
2019-02-25 09:00,3743.56,3888.0,3677.17,3807.75,190343.246726
2019-03-04 09:00,3807.32,3971.75,3670.69,3916.82,207833.42997
2019-03-11 09:00,3915.99,4056.98,3810.43,3981.14,185620.344813
2019-03-18 09:00,3981.85,4069.32,3880.01,3992.18,156283.263483
2019-03-25 09:00,3991.35,4140.0,3888.71,4103.95,178114.875049
2019-04-01 09:00,4102.44,5275.01,4067.0,5170.27,420989.968738
2019-04-08 09:00,5170.27,5422.0,4861.22,5131.3,247866.407405
2019-04-15 09:00,5131.28,5333.42,4950.0,5256.14,168555.911745
2019-04-22 09:00,5257.41,5600.0,5102.0,5307.52,247392.823904
2019-04-29 09:00,5309.81,5900.0,5178.8,5775.62,191971.589975
2019-05-06 09:00,5773.18,7521.78,5619.14,6967.31,313283.869612
2019-05-13 09:00,6968.24,8366.0,6870.0,8148.48,461287.694139
2019-05-20 09:00,8147.94,8740.0,7461.0,8614.43,341677.39881
2019-05-27 09:00,8612.54,9074.26,8005.0,8725.98,292049.043812
2019-06-03 09:00,8726.0,8800.95,7444.58,7628.13,293308.709696
2019-06-10 09:00,7627.57,9333.0,7511.0,8953.33,274072.058371
2019-06-17 09:00,8953.0,11392.64,8950.0,10906.07,378253.003065
2019-06-24 09:00,10905.95,13970.0,10525.1,10854.1,684152.508772
2019-07-01 09:00,10854.1,12000.0,9727.0,11406.24,517740.071693
2019-07-08 09:00,11410.0,13147.08,10103.0,10174.18,510462.035678
2019-07-15 09:00,10174.18,11100.0,9060.0,10589.45,487080.97263
2019-07-22 09:00,10590.15,10683.16,9165.0,9541.54,269819.325109
2019-07-29 09:00,9541.54,11040.0,9395.0,10929.23,259518.806019
2019-08-05 09:00,10929.99,12330.7,10927.8,11549.97,371072.857661
2019-08-12 09:00,11539.08,11577.89,9750.0,10306.78,248273.374665
2019-08-19 09:00,10306.17,10949.96,9762.0,10142.69,232472.053331
2019-08-26 09:00,10142.69,10604.0,9320.0,9724.98,211243.550288
2019-09-02 09:00,9723.59,10905.87,9712.5,10381.18,281075.664908
2019-09-09 09:00,10381.24,10480.0,9880.0,10302.01,207165.654458
2019-09-16 09:00,10303.34,10355.0,9653.0,10028.87,188644.199623
2019-09-23 09:00,10028.05,10049.99,7750.0,8043.82,364560.064744
2019-09-30 09:00,8043.04,8500.0,7710.0,7854.25,239136.795399
2019-10-07 09:00,7855.3,8779.51,7762.0,8275.01,281416.738734
2019-10-14 09:00,8275.24,8403.0,7816.01,8223.35,219241.792311
2019-10-21 09:00,8223.35,10370.0,7300.0,9529.93,508882.693756
2019-10-28 09:00,9528.23,9902.1,8913.0,9194.71,354362.744327
2019-11-04 09:00,9196.46,9513.68,8696.0,9039.47,294282.771612
2019-11-11 09:00,9040.16,9072.32,8350.68,8502.4,239532.02348
2019-11-18 09:00,8502.87,8503.52,6790.0,6903.28,422402.004703
2019-11-25 09:00,6900.23,7850.0,6515.0,7390.89,503259.064291
2019-12-02 09:00,7391.5,7750.0,7067.0,7510.11,331484.783716
2019-12-09 09:00,7510.11,7650.0,7008.35,7118.59,252294.980408
2019-12-16 09:00,7119.6,7518.54,6435.0,7501.44,339611.461697
2019-12-23 09:00,7500.71,7695.38,7076.42,7388.24,267312.086935
2019-12-30 09:00,7388.43,7495.0,6871.04,7358.75,241051.798444
2020-01-06 09:00,7357.64,8455.0,7346.76,8184.98,498017.846898
2020-01-13 09:00,8184.97,9198.98,8055.89,8701.7,468235.627496
2020-01-20 09:00,8701.72,8818.0,8238.0,8615.0,250977.001765
2020-01-27 09:00,8614.39,9578.0,8535.0,9331.51,362870.208388
2020-02-03 09:00,9331.59,10166.0,9093.01,10151.75,364995.864834
2020-02-10 09:00,10151.72,10500.0,9638.12,9917.27,427067.585189
2020-02-17 09:00,9910.7,10250.0,9350.0,9936.4,360700.467719
2020-02-24 09:00,9936.4,9990.0,8411.0,8531.88,426585.458707
2020-03-02 09:00,8530.3,9188.0,8000.0,8033.31,379197.13168
2020-03-09 09:00,8034.76,8179.31,3782.13,5361.3,1224228.28324
2020-03-16 09:00,5360.33,6900.0,4442.12,5816.19,1180843.345815
2020-03-23 09:00,5816.05,6957.96,5688.0,5881.42,770380.80536
2020-03-30 09:00,5880.5,7198.0,5857.76,6772.78,664784.299583
2020-04-06 09:00,6772.78,7459.69,6739.98,6903.79,582804.771087
2020-04-13 09:00,6903.79,7293.08,6468.27,7120.74,501345.258903
2020-04-20 09:00,7121.4,7738.0,6751.0,7693.1,469098.312947
2020-04-27 09:00,7693.1,9460.0,7606.0,8894.16,742165.162104
2020-05-04 09:00,8894.15,10067.0,8117.0,8722.77,780478.849466
